Year,meanBTT,medianBTT
1993,14.35634435283095,2.1835092619889904
1994,14.321676286968499,2.1781374280183137
1995,14.297747232898294,2.1744790696150598
1996,14.30342652580424,2.1756142412574087
1997,14.308038113007482,2.22665014925455
1998,14.266420895282337,2.17007743063905
1999,14.207827075166461,2.160751187203194
2000,14.161664662357886,2.153373226737127
2001,14.138924348995058,2.149885465245747
2002,14.130038212566694,2.1988169888498033
2003,14.106097922610488,2.19530320885645
2004,14.035839827475177,2.1840888839138333
2005,13.963980569771644,2.1225625645804502
2006,13.944315342924522,2.1696192139620973
2007,13.903971490463428,2.167172350159451
2008,13.887771011039492,2.174162045397037
2009,13.871815762469684,2.182264141464159
2010,13.836707016936446,2.1805001102078867
2011,13.830820503844963,2.185426801920352
2012,13.813686534177439,2.19166121651204
2013,13.78129104553405,2.1856837524400112
2014,13.751136875628308,2.1801716204265387
